intercept,block-mean,block-lin,derivative-1,derivative-2,derivative-3,derivative-4
1.0,0.9510252696092301,-1.9528101681814205,-0.24106661549883654,-0.5310338692526987,0.3540652249846032,0.6747795546295818
1.0,0.9186532720599971,-1.9228146774999606,-0.19942877464064757,-0.5227019562318909,0.2931718093603965,0.676771729417112
1.0,0.892785915737471,-1.898846306553857,-0.1561423091187899,-0.50290788665226,0.22981615452497875,0.6604056187348714
1.0,0.8731804903824892,-1.8806801630328391,-0.11678222578016213,-0.48089788247850995,0.172182466246298,0.6384260974274615
1.0,0.8589894909717926,-1.8675309593132725,-0.08410509754506418,-0.46120037197110925,0.12432159787132206,0.6173732483531268
1.0,0.8491282511112093,-1.8583936569921564,-0.058793091814382,-0.4454777394263822,0.0872413546696765,0.5999657984626341
1.0,0.8425219583831224,-1.8522723482387202,-0.04025882315685647,-0.43384241369655996,0.060086399119694205,0.5867999044212844
1.0,0.8382403138368718,-1.8483050296049828,-0.027316285656392512,-0.42570479055947263,0.0411220958686161,0.5774530921631442
1.0,0.8355476567977312,-1.8458100470509073,-0.018641714722380392,-0.420265680202454,0.028410503975481175,0.571136620586849
1.0,0.8339003164913109,-1.8442836419924833,-0.013033774318459196,-0.4167660666899332,0.020192181168071446,0.5670377389432788
1.0,0.8329176875619614,-1.8433731502364896,-0.009523075126098348,-0.4145873727917666,0.015047050170734252,0.5644684701333713
1.0,0.8323450828614815,-1.8428425818360905,-0.007387973633656537,-0.41326996000483013,0.011917797171279198,0.5629061002912438
1.0,0.8320185424990495,-1.8425400135937833,-0.006123093245264551,-0.4124938836011318,0.01006388951736831,0.5619813373377943
1.0,0.8318876754961017,-1.8424187538549779,-0.005600995756275813,-0.41217501843202,0.00929864092473204,0.5616000405192982
1.0,0.8318876754961017,-1.8424187538549779,-0.005600995756275813,-0.41217501843202,0.00929864092473204,0.5616000405192982
1.0,0.8318876754961017,-1.8424187538549779,-0.005600995756275813,-0.41217501843202,0.00929864092473204,0.5616000405192982
1.0,0.8318876754961017,-1.8424187538549779,-0.005600995756275813,-0.41217501843202,0.00929864092473204,0.5616000405192982
1.0,0.8318876754961017,-1.8424187538549779,-0.005600995756275813,-0.41217501843202,0.00929864092473204,0.5616000405192982
